FACILITYID,haz_prox
10000002,1.643411303511147
10000004,2.3721477127280592
10000006,0.13393783004413398
10000010,0.17446900905881735
10000013,0.1159015076390637
10000014,0.07859475936574498
10000017,0.14128398415294038
10000023,0.22371333642198157
10000025,0.07425329099495433
10000028,0.01707334576692777
10000033,2.3169469012122788
10000037,0.12465701396034455
10000041,0.11204189745875162
10000042,0.03895808118150546
10000043,0.06455712065904806
10000044,0.06304856225840084
10000050,0.06436205986688322
10000053,0.28880286064507454
10000055,0.15738003571810932
10000056,0.01679600247170295
10000057,0.18041197369849812
10000059,0.23791362715635228
10000060,0.29095457379007605
10000062,1.3537091020126633
10000065,2.1524979811961016
10000066,0.09910037464276207
10000069,0.19665496800923665
10000070,0.1815090505083343
10000072,0.02943708479153621
10000075,0.04280338658412288
10000076,0.40171461405205516
10000077,0.19296404796843938
10000078,0.06831670666904414
10000079,0.4076876937533943
10000080,0.4101179546905765
10000081,0.4368869558704762
10000083,0.04381962732173512
10000084,0.04546938406024085
10000085,0.02235142333415857
10000087,0.5240588321814222
10000088,0.027474078598030915
10000089,0.02745399844703092
10000090,0.0272324383555169
10000092,0.7137732653564538
10000094,1.2792918168331913
10000095,5.989403748587833
10000098,0.05677819406446033
10000099,0.3593455467097372
10000100,0.15828983519238699
10000101,0.06296492618514044
10000102,0.06729583508619136
10000103,0.06420283088312027
10000106,0.15615990449061296
10000107,0.027906525886541005
10000109,1.039259422017405
10000110,0.025927119951272726
10000111,0.028635686206819125
10000112,0.022746879377661813
10000115,0.022931768486568586
10000116,0.1160173527091249
10000117,0.07166603916881066
10000118,0.02683299163853683
10000119,0.02682681066433219
10000120,0.046137550774338974
10000121,0.03751872838406989
10000122,0.051379517234287915
10000123,2.1292574179736725
10000124,0.8692088635794206
10000126,0.15052509898875463
10000127,0.0542978748373408
10000128,0.07059391973997577
10000129,0.07678194935760083
10000132,0.05737956061218669
10000135,0.19901388952947927
10000136,0.0538133932810579
10000139,0.20488140581604036
