FACILITYID,wildfire_risk
10006642,32.74285714285714
10000729,29.37837837837838
10002616,247.72727272727272
10003486,136.19354838709677
10003455,35.25806451612903
10003460,0.3793103448275862
10003488,1956.6774193548388
10003483,77.44827586206897
10003472,34.06666666666667
10003479,93.86206896551724
10003464,30.78846153846154
10003465,51.02040816326531
10002617,242.27777777777777
10003453,14.28125
10001701,13.1875
10003447,22.115384615384617
10003461,13.3
10001699,4.241379310344827
10001080,1.0555555555555556
10001082,2.34375
10001091,6.894736842105263
10001090,2.6538461538461537
10004024,30.976744186046513
10001574,21.75
10001936,2.5454545454545454
10004134,7.083333333333333
10006305,52.517857142857146
10001925,200.05555555555554
10006956,28.3125
10006957,0.16666666666666666
10001590,31.25
10000356,113.9622641509434
10000187,68.40322580645162
10002941,22.26530612244898
10000186,71.03448275862068
10000205,126.26315789473684
10000257,289.93023255813955
10004143,20.375
10004146,129.46938775510205
10002998,1
10001866,1
10006614,1.6666666666666667
10001980,28.65909090909091
10001794,234.56756756756758
10006308,119.15384615384616
10003800,1409.0967741935483
10003014,1.3870967741935485
10000258,13740.261904761905
10006328,20705.595238095237
10000630,63.611111111111114
10000409,295.90909090909093
10000525,379.13513513513516
10003138,69.1025641025641
10004903,0.09375
10001068,0.17647058823529413
10005599,16.125
10001518,335.92452830188677
10003135,35.34285714285714
10003202,370.9512195121951
10004005,61.041666666666664
10003175,32.32142857142857
10003144,16.61904761904762
10003145,17.84
10003227,0
10003124,13.38888888888889
10003196,212.73809523809524
10003200,109.51351351351352
10002298,76.5813953488372
10004018,149.91304347826087
10002305,564.7741935483871
10003996,92.25
10004002,20.806451612903224
10004004,52.975
10003993,68.08510638297872
10001512,54.375
10004003,2.676470588235294
10003990,33.48888888888889
10002723,98.01818181818182
10002281,70.07142857142857
10004241,6.7272727272727275
10006598,74.84375
10006600,50.785714285714285
10006601,1217.4642857142858
10003160,16.125
10000754,90.84
10003235,21.5
10000763,143.71428571428572
10001496,85.74285714285715
10004921,1.8085106382978724
10004923,2.1333333333333333
10001504,163.25
10005600,20.37037037037037
10003140,67
10001065,0.125
10003141,47.21052631578947
10000528,300.7027027027027
10003128,18.545454545454547
10000745,1.2564102564102564
10000744,21.795454545454547
10004895,0.4666666666666667
10004920,11.23404255319149
10003131,33.056603773584904
10004256,107.74285714285715
10002290,210.10526315789474
10003127,18.4
10006608,76.41935483870968
10003199,171.4047619047619
10003195,163.17948717948718
10003166,44.1219512195122
10003188,87
10003198,122.6923076923077
10003132,33.291666666666664
10003122,36.333333333333336
10003189,63.5
10001054,0.12903225806451613
10001060,0.2222222222222222
10001075,7.906976744186046
10003152,58.1764705882353
10003149,58.38775510204081
10001072,1.3846153846153846
10001071,0.2653061224489796
10004712,2.902439024390244
10001051,5.051724137931035
10006382,0.17857142857142858
10001059,0
10001052,4.114285714285714
10006545,2.611111111111111
10003204,286.7719298245614
10006198,9.76923076923077
10002713,4.589743589743589
10003197,127.27272727272727
10005554,19.64864864864865
10006616,262.359375
10003146,169.2037037037037
10000752,52.857142857142854
10004928,0.5384615384615384
10001816,127.83720930232558
10001547,12.173913043478262
10004121,47.1
10001586,24.19148936170213
10001582,37.583333333333336
10001578,42.18604651162791
10003268,30.357142857142858
10003327,43.80701754385965
10006658,0.9285714285714286
10006663,1.9428571428571428
10001096,2.7083333333333335
10001077,1.1794871794871795
10001087,2.3513513513513513
10001099,0.6410256410256411
10005639,0.9166666666666666
10001100,1.2666666666666666
10001856,0.16666666666666666
10001853,1.5769230769230769
10001852,1.1538461538461537
10001078,0.8571428571428571
10001863,7.25
10001076,5.84
10006541,1.8695652173913044
10001089,1.3333333333333333
10001862,3.5
10001861,3.769230769230769
10001093,10.071428571428571
10001871,0
10001869,1.6785714285714286
10004286,1.36
10003073,48.83673469387755
10001597,54.6875
10003316,75.16216216216216
10000387,103.8780487804878
10005043,110.25
10000360,160.19607843137254
10000370,249.55263157894737
10002843,48.68888888888889
10002987,18586.821428571428
10002988,214.65625
10003012,20.72972972972973
10003002,1318.65625
10002997,208.23333333333332
10003006,251.65116279069767
10000261,0
10003004,347.4117647058824
10003799,483.36170212765956
10000260,0
10006331,204.8181818181818
10002991,22.046511627906977
10002995,110.475
10002996,165.70212765957447
10003005,235.52631578947367
10003000,492.86842105263156
10000259,13075.90243902439
10003008,1.8888888888888888
10005319,63.486486486486484
10005272,904.6888888888889
10005267,3407.4411764705883
10005362,261.8285714285714
10005275,2308.6129032258063
10000811,1859.3636363636363
10000840,79.6
10000881,261.9387755102041
10000784,641.6470588235294
10002322,319.2931034482759
10000492,611.0232558139535
10004116,22.6
10002176,129.9111111111111
10006596,29.46153846153846
10006208,154.66666666666666
10004122,7.777777777777778
10006597,28.666666666666668
10000540,3.8157894736842106
10006389,0
10003579,20.53488372093023
10001737,39.84615384615385
10006505,58.05882352941177
10000155,21.64864864864865
10006304,2.6956521739130435
10001790,243.75342465753425
10001776,47.79545454545455
10006507,77.82051282051282
10006509,0.6829268292682927
10002897,64.13636363636364
10001301,6.7894736842105265
10006513,7.269230769230769
10000917,0
10001550,0
10000182,110.61068702290076
10001544,51.470588235294116
10000879,4543.65
10004922,1.8611111111111112
10005830,0.42857142857142855
10001636,0.020833333333333332
10001614,1.7333333333333334
10006354,13.566666666666666
10006148,117.02325581395348
10002347,1.434782608695652
10001761,131.89795918367346
10002908,20.65909090909091
10001826,24.96969696969697
10001023,189.72549019607843
10001759,117.52272727272727
10004216,404.2368421052632
10004177,118.45714285714286
10004219,823.9090909090909
10001763,73.02272727272727
10001801,115.38461538461539
10001552,0.1724137931034483
10004173,59.57142857142857
10004165,82.36111111111111
10001788,18.875
10004035,0.15151515151515152
10001558,8.78125
10001752,4.5777777777777775
10000053,183.15625
10002359,4.861111111111111
10002364,5.317073170731708
10006353,7.75
10004226,151.46511627906978
10004183,129.2
10001569,155.34
10001570,75.3
10001556,6.103448275862069
10001553,0.25
10000919,7.72093023255814
10001747,160.02325581395348
10004213,63.275
10001777,336.3142857142857
10001548,13.522727272727273
10001560,9.78048780487805
10001793,581.0652173913044
10004008,112.6923076923077
10000386,194
10006217,85.3015873015873
10001021,43.84615384615385
10001559,8.3
10004174,66.28125
10006201,24.361702127659573
10001546,15.5625
10000918,0
10001745,89.86666666666666
10002600,0
10002560,3.1739130434782608
10001543,31.285714285714285
10004153,53.90909090909091
10004040,94.57142857142857
10000251,45.054545454545455
10002367,3.6
10006216,136.4516129032258
10001567,26.79310344827586
10001542,30.68888888888889
10002361,0
10004740,14.558823529411764
10004027,7.704545454545454
10001566,18.38888888888889
10001564,6.433333333333334
10006584,93.3225806451613
10000533,8.414634146341463
10000519,16.13888888888889
10004029,6
10004741,13
10004742,21.34285714285714
10006310,375.45238095238096
10006315,23.489795918367346
10006585,30.34375
10004204,164.35294117647058
10004028,25.425531914893618
10006348,248.96969696969697
10000060,66.88095238095238
10000219,19.391304347826086
10002885,4.525
10004017,165.8148148148148
10000621,92.36
10000252,4.018867924528302
10002817,95.95744680851064
10000915,13.724137931034482
10002510,0
