FACILITYID,flood_risk,wildfire_risk,lst_avg,percent_tree_cover,flood_risk_pcntl,wildfire_risk_pcntl,lst_avg_pcntl,percent_tree_cover_pcntl,climate_score,mean_ozone,avg_pm25,pesticides,trafficProx,mean_ozone_pcntl,avg_pm25_pcntl,pesticides_pcntl,trafficProx_pcntl,exposure_score,npl_prox,rmp_prox,haz_prox,npl_prox_pcntl,rmp_prox_pcntl,haz_prox_pcntl,effects_score,final_risk_score,final_risk_score_pcntl
10006642,0,32.74285714285714,27.870000000000005,65.63995982790517,28.473019517795638,47.238605898123325,5.602409638554217,3.984921917070544,13.163801312155822,60.76570701599121,7.900000095367432,17.693111419677734,123.933748808316,49.78237214363438,66.25067824199674,71.63538873994638,84.15094339622642,66.77488238030834,0.09119957728343976,0.06676711606670684,0.1752712874295313,81.3941018766756,28.632707774798927,55.924932975871315,50.70143790375043,43.5467071987382,43.80697050938338
10000729,10.067418317712145,29.37837837837838,26.690000000000055,79.61788927429747,62.05510907003444,45.0402144772118,3.6746987951807233,0.2692514808831448,7.251693838394498,58.184030532836914,6.825000166893005,7.77121639251709,0,22.470076169749728,37.33043950081389,48.41823056300268,63.270440251572325,40.03772152114038,0.02260706876677915,0.04378623295040739,0.12636683671020071,45.20107238605898,17.962466487935657,47.39946380697051,33.7620943666944,27.017169908743092,8.04289544235925
10002616,0,247.72727272727272,40.420000000000016,0,28.473019517795638,86.91689008042896,79.33734939759036,100,66.5662126219853,73.80851745605469,7.3750001192092896,18.84561061859131,44.549122237149405,97.225244831338415,53.0113944655453,72.65415549597856,75.9748427672956,73.03308325580123,0.01311834685144182,0.16133045597010923,0.45641971137729026,22.25201072386059,54.04825737265415,70.3485254691689,43.90041763517163,61.16657117098605,89.54423592493298
10003486,0,136.19354838709677,43.33000000000001,3.798310734497768,28.473019517795638,75.71045576407506,87.7710843373494,72.59019924609585,60.87720567198661,64.7379379272461,6.233333349227905,1.0624472498893738,42.20149752791426,80.9575625680087,22.951709169831798,17.855227882037532,75.28301886792454,39.754264227616304,0.00249317105728575,0.1590698985746943,0.26789470424893425,0.8042895442359249,53.67292225201072,64.55764075067025,14.072516666299542,38.234662188634154,27.989276139410187
10003455,13.012404214128972,35.25806451612903,42.81000000000003,0.09751212869621052,67.91044776119402,48.68632707774799,86.20481927710844,91.2762520193861,71.41809105897573,71.40049362182617,8.366666793823242,17.772114753723145,360.8472228335948,95.21218715995647,77.31958762886599,71.68900804289544,90.12578616352201,83.04642220807219,0.22019760772954072,0.20902842319815612,0.09850876908937072,94.2627345844504,62.03753351206435,40.80428954423593,62.02500281794918,72.16317202833237,98.1769436997319
10003460,4.726235771660486,0.3793103448275862,NA,0.04374210402763993,49.540757749712974,7.6675603217158175,NA,92.83791060850834,32.79304422410944,70.08378219604492,9.688888867696129,0.8721257448196411,NA,94.069640914037,96.2561041779707,15.44235924932976,NA,51.90355913813418,0.19768827045178256,0.7744240869631025,3.5678690331120526,92.86863270777481,81.34048257372655,91.90348525469169,88.54606364661552,57.747555669619715,83.2171581769437
10003488,2.782416354784291,1956.6774193548388,NA,0.08208931638962377,42.47990815154994,98.12332439678283,NA,91.59935379644588,72.54643530850696,65.56236775716145,6.1249998807907104,0.8262526094913483,0,84.43960826985855,20.45577862181226,14.959785522788206,63.270440251572325,35.757908776348806,0.00259664085571321,0.07914739179205495,0.04906896378787281,0.8579088471849867,33.19034852546917,26.970509383378015,9.15757960875893,39.15397456453823,30.723860589812336
10003483,0,77.44827586206897,49.31,0.8902652577543654,28.473019517795638,64.28954423592494,95.78313253012048,83.36025848142164,61.83088894546942,64.03681564331055,4.549999952316284,13.468545913696287,10.227566345817152,76.93144722524482,0.759631036353771,66.75603217158177,66.47798742138365,22.56673584441017,0.0245927868404746,0.21879271042605025,0.00553840259422287,48.47184986595175,63.05630026809651,0.37533512064343166,10.468370732993117,31.621998507624234,14.584450402144771
10003472,4.566127842377174,34.06666666666667,42.670000000000016,1.011780924552334,49.08151549942595,48.04289544235925,85.96385542168676,82.55250403877221,63.95850716153681,72.55461883544922,7.949999570846558,18.87147331237793,2124.2681345657284,96.30032644178455,67.11882799782963,72.76139410187668,97.73584905660377,82.33922146725762,0.01456365772015376,1.0291489578468322,0.892910918540716,27.1313672922252,85.7372654155496,78.33780160857908,56.694060483402815,67.66392970406575,96.51474530831099
10003479,0,93.86206896551724,NA,0.2674729717779501,28.473019517795638,68.31099195710456,NA,89.22994076467421,55.77996543141136,61.80990886688232,6.400000095367432,4.471323490142822,85.09819450845575,60.554951033732316,26.96690179055887,31.63538873994638,81.13207547169812,45.24666957684597,0.00409074548997728,0.02945772573485056,0.02397875496681797,2.5737265415549597,8.68632707774799,10.616621983914209,6.191487178544222,35.73937406226718,22.144772117962468
10003464,0.6766678212079256,30.78846153846154,44.325200000000024,0.1156059049195852,32.83582089552239,46.05898123324397,89.21686746987952,91.11470113085622,59.21400115297102,64.35561943054199,8.36666660308838,19.253625869750977,NA,79.21653971708379,77.21106890938687,73.45844504021449,NA,76.59123186317136,0.04873098949846988,0.11973483499695732,0.21625387445900457,67.828418230563,44.45040214477211,60.32171581769437,56.65701503074286,64.15408268229508,93.08310991957104
10003465,0,51.02040816326531,44.358214285714325,0.09500797811716438,28.473019517795638,55.924932975871315,89.33734939759036,91.33010231556273,60.03734816551084,64.3428560892741,8.233333349227905,19.226205825805664,NA,79.10772578890098,74.11828540423222,73.2975871313673,NA,75.4648385658189,0.04639780990159779,0.13808688870063027,0.17676995536799978,66.48793565683646,48.47184986595175,56.13941018766756,56.558788249432595,64.02032499358745,92.92225201072387
10002617,0,242.27777777777777,51.26789473684213,0.00639466359054091,28.473019517795638,86.54155495978553,97.46987951807229,95.58427571351642,69.21955066004801,61.90726375579834,5.799999713897705,4.471008777618408,51.47116516453341,61.425462459194776,12.642430819316333,31.58176943699732,77.23270440251572,37.098314656654196,0.00511041909618457,0.03279459165191693,0.01503838644908392,3.5924932975871315,11.045576407506703,3.3780160857908843,5.117784814955052,37.14521671055242,25.25469168900804
10003453,1.0491788659226011,14.28125,41.31857142857145,0.4128270587222906,34.672789896670494,35.388739946380696,81.62650602409639,87.29133010231557,54.37685071354838,69.23957824707031,8.466666539510092,11.442302942276,93.15929178314136,93.14472252448314,78.6218122626153,61.66219839142091,81.63522012578616,77.92009421276468,1.0342820755584563,0.92451428572912,0.7740406249637308,99.24932975871313,84.1823056300268,76.67560321715817,86.20554464539573,72.8341631905696,98.49865951742626
10001701,10.424930390450186,13.1875,41.410000000000025,0.29605826379711725,62.68656716417911,34.316353887399465,81.80722891566265,88.69143780290791,62.85462659913941,70.2589340209961,9.833333492279053,0.8705331087112427,0,94.39608269858542,97.06999457406403,15.388739946380698,63.270440251572325,54.65258691752043,0.20620722774310324,1.930162139794984,3.156455053086748,93.61930294906166,93.8337801608579,90.88471849865952,92.7694882161212,70.092233910927,97.69436997319035
10003447,0,22.115384615384617,40.09000000000003,0.33110565272241427,28.473019517795638,41.394101876675606,78.3132530120482,88.20678513731825,53.416731672657875,59.26944732666016,7.758333325386047,5.095744609832764,0,32.48095756256801,62.12696690179056,33.565683646112596,63.270440251572325,45.498945588254095,0.01255795899837568,0.916254657502918,0.2484304899953362,21.072386058981234,83.80697050938338,62.89544235924933,48.06965561104344,48.99511095731847,60.32171581769437
10003461,15.94513099242999,13.3,41.410000000000025,0.36023959178917325,72.67508610792193,34.47721179624665,81.80722891566265,87.82983306408185,65.13851563994012,70.37278747558594,9.766666889190674,0.8705331087112427,152.01022400126195,94.50489662676823,96.7444384156267,15.388739946380698,85.9119496855346,58.9636335889541,0.21285788400283429,1.321373586002217,3.0800850633986387,94.04825737265415,88.57908847184987,90.67024128686327,91.0714484162094,71.72453254836788,98.01608579088472
10001699,0,4.241379310344827,40.410000000000025,0.4262803647138803,28.473019517795638,22.091152815013405,79.27710843373494,87.12977921378567,45.65533986922522,69.0017318725586,9.366666316986084,17.536821365356445,108.46442504594744,92.76387377584331,93.5973955507325,71.52815013404826,82.76729559748428,84.67293223641485,0.09575271355554496,0.14855990052435755,0.17233361096775696,82.30563002680965,51.152815013404826,55.388739946380696,61.551719411537505,63.95999717239253,92.81501340482575
10001080,19.683422648947943,1.0555555555555556,33.08555555555558,0.6847531300222925,77.66934557979333,12.225201072386058,37.40963855421687,84.43726440495422,41.61556841209244,58.41191736857096,7.466666698455811,6.3622565269470215,0,24.70076169749728,55.88714053174173,36.46112600536193,63.270440251572325,42.24383056633742,0.00649643418991863,0.1288865930429317,0.02093852218093117,5.201072386058981,46.38069705093834,7.506702412868632,12.188767406658705,32.01605546169619,15.281501340482572
10001082,20.82289887591804,2.34375,32.405000000000015,9.26720027757339,79.04707233065442,17.80160857908847,30.96385542168675,60.63543349488422,40.31639009535197,59.6097354888916,8.741666555404663,6.470760345458984,157.03488732893135,35.74537540805223,84.4275637547477,37.801608579088466,86.22641509433963,56.00330827995996,0.01092118050777205,0.27651127101510475,0.02993020671659817,16.300268096514746,67.9892761394102,15.656836461126005,25.888867933686456,40.73618876966613,35.710455764075064
10001091,0,6.894736842105263,33.25363636363641,11.757550069548188,28.473019517795638,26.75603217158177,39.096385542168676,57.027463651050084,36.10097864081224,59.20516204833984,9.116666793823242,6.737032175064087,74.67558665324925,31.610446137105548,91.48128052088985,40.53619302949062,80.062893081761,55.34893576266528,0.00891706217482238,0.7958356922340633,1.8045626431745736,10.402144772117962,81.66219839142092,86.00536193029491,41.804512463309564,44.418142288929026,46.59517426273459
