FACILITYID,pesticides
10006642,17.693111419677734
10000729,7.77121639251709
10002616,18.84561061859131
10003486,1.0624472498893738
10003455,17.772114753723145
10003460,0.8721257448196411
10003488,0.8262526094913483
10003483,13.468545913696289
10003472,18.87147331237793
10003479,4.471323490142822
10003464,19.253625869750977
10003465,19.226205825805664
10002617,4.471008777618408
10003453,11.442302942276001
10001701,0.8705331087112427
10003447,5.095744609832764
10003461,0.8705331087112427
10001699,17.536821365356445
10001080,6.3622565269470215
10001082,6.470760345458984
10001091,6.737032175064087
10001090,6.405300855636597
10004024,4.129151105880737
10001574,9.10400676727295
10001936,1.5078169107437134
10004134,7.81330943107605
10006305,22.809255599975586
10001925,7.794306755065918
10006956,17.64560604095459
10006957,14.604827880859375
10001590,8.327090740203857
10000356,52.22260093688965
10000187,1.5587581098079681
10002941,26.102094650268555
10000186,1.5587581098079681
10000205,4.964378833770752
10000257,27.2115478515625
10004143,34.58804702758789
10004146,11.507999420166016
10002998,0.001445393543690443
10001866,6.47343897819519
10006614,0.001380721339955926
10001980,9.910272121429443
10001794,27.146255493164063
10006308,0.001283628516830504
10003800,0.5115029811859131
10003014,0.0013694348745048046
10000258,0.5189615488052368
10006328,36.26604652404785
10000630,0.00718143826816231
10000409,47.743743896484375
10000525,45.15802001953125
10003138,7.402724266052246
10004903,24.88519859313965
10001068,7.789206266403198
10005599,19.38057041168213
10001518,25.929588317871094
10003135,0.2466154764406383
10003202,27.933725357055664
10004005,35.76164436340332
10003175,29.95356845855713
10003144,34.09969711303711
10003145,34.09969711303711
10003227,0
10003124,7.525697708129883
10003196,12.91922664642334
10003200,5.4034812450408936
10002298,0
10004018,25.929588317871094
10002305,42.26300811767578
10003996,0
10004002,7.02479362487793
10004004,35.76164436340332
10003993,22.909822463989258
10001512,6.59898567199707
10004003,21.553176879882813
10003990,0
10002723,5.0736823081970215
10002281,27.436748504638672
10004241,11.557002782821655
10006598,7.012171745300293
10006600,43.97760009765625
10006601,9.350578784942627
10003160,25.68642807006836
10000754,25.08699321746826
10003235,0
10000763,35.455421447753906
10001496,36.65052795410156
10004921,7.755674362182617
10004923,7.755674362182617
10001504,3.5786683559417725
10005600,19.38057041168213
10003140,3.7905118465423584
10001065,6.50900411605835
10003141,3.7954238653182983
10000528,45.15802001953125
10003128,12.120709419250488
10000745,30.290308952331543
10000744,3.637932777404785
10004895,23.485315322875977
10004920,7.695195198059082
10003131,24.569880962371826
10004256,5.106791019439697
10002290,1.1382602453231812
10003127,12.120709419250488
10006608,6.59898567199707
10003757,0
10003199,19.68719732761383
10003195,12.91922664642334
10003166,7.37811279296875
10003188,15.493195056915283
10003198,3.5988476276397705
10003132,24.658954620361328
10003122,3.9606099128723145
10003189,15.493195056915283
10006203,0
10006519,0
10001054,37.014835357666016
10001060,25.35822296142578
10001075,7.548800468444824
10003152,23.815853118896484
10003149,27.180940628051758
10001072,23.832931518554688
10001071,7.721858501434326
10004712,22.955793380737305
10001051,25.61785125732422
10006382,3.0729055404663086
10001059,7.944307804107666
10001052,24.757078170776367
10006545,8.317017555236816
10003204,27.933725357055664
10006198,13.369972229003906
10002713,29.091358184814453
10003197,35.176819801330566
10005554,10.991488456726074
10006616,37.183372497558594
10003146,33.165061950683594
10000752,13.880938649177551
10004928,24.59654998779297
10001816,0.8299816846847534
10001547,20.186363220214844
10004121,1.3368109464645386
10001586,8.627702713012695
10001582,4.496475696563721
10001578,4.950573921203613
10003268,9.166096687316895
10003327,22.588324228922527
10006658,6.242631912231445
10006663,6.380204916000366
10001096,12.413698673248291
10001077,6.44233512878418
10001087,6.40650749206543
10001099,6.242631912231445
10005639,6.55841851234436
10001100,6.785853862762451
10001856,6.829777240753174
10001853,6.5205700397491455
10001852,6.560481548309326
10001078,6.44233512878418
10001863,6.441696643829346
10001076,6.407873153686523
10006541,6.356368541717529
10001089,6.419162273406982
10001862,6.515013217926025
10001861,6.47161340713501
10001093,6.737032175064087
10001871,6.311569690704346
10001869,6.309244155883789
10004286,6.439558029174805
10003073,13.59548819065094
10001597,21.463494300842285
10001232,0
10003316,9.067663192749023
10000387,0.07703927904367447
10005043,0.24989046156406403
10000360,25.864389419555664
10000370,39.18184947967529
10001240,0
10002843,9.042630195617676
10002987,0.7562449872493744
10002988,1.2777567505836487
10003012,0.0011649525258690119
10003002,0.5113368034362793
10002997,0.968745619058609
10003006,0.0011120170820504427
10000261,0.0012499609729275107
10003004,0.001112261728849262
10003799,0.2561995419091545
10000260,0.5115984678268433
10006331,16.864394903182983
10002991,0.9913638830184937
10002995,0.5113571286201477
10002996,0.968745619058609
10003005,0.0011120170820504427
10003000,0.3837790272664279
10000259,0.5418262779712677
10003008,0.0012241079239174724
10005319,0.7755730152130127
10005272,0.0027422260027378798
10005267,15.450895309448242
10005362,34.174251556396484
10005275,4.318717956542969
10000811,27.69918155670166
10000840,37.23109817504883
10000881,34.174251556396484
10000784,0.00574024161323905
10002322,9.13452696800232
10000492,45.45148277282715
10004116,1.5002176761627197
10002176,20.77628517150879
10006596,3.8958070278167725
10006208,1.122380018234253
10004122,1.3114488124847412
10006597,3.8958070278167725
10000540,0
10006389,1.3114488124847412
10003579,31.648137092590332
10001737,3.8645520210266113
10006505,0.07717353850603104
10000155,10.266860008239746
10006304,0.061468277126550674
10001790,10.07915735244751
10001776,35.73398208618164
10006507,4.521925449371338
10006509,16.564958572387695
10002897,0
10001301,46.1740608215332
10006513,46.1740608215332
10000917,0
10001550,0
10000182,6.232629060745239
10001544,4.0471625328063965
10000879,33.47140884399414
10004922,7.755674362182617
10005830,0
