FACILITYID,trafficProx
10001944,1416.102126522251
10003678,NA
10005044,0
10002729,26.71631136944023
10002725,0
10000194,14.620569965402435
10001275,579.3622007875173
10001274,113.12210625432321
10001967,130.61192733677854
10000238,0
10002838,0
10002844,0
10000185,0
10000242,0
10000156,0
10000175,0
10000199,31.936051587204425
10002802,0
10000245,0
10002940,0
10002792,82.62252612865429
10002758,0
10002900,0
10000229,31.528936332001013
10000178,0
10002731,0
10001050,0
10001029,70.85090000203341
10001044,0
10006290,0
10001045,7.963193327158106
10001043,51.16341282895426
10001031,100.3734923304732
10001030,0
10001830,0
10001832,0
10001033,NA
10001034,0
10001048,643.4874513913151
10001831,0
10000241,0
10006678,NA
10006679,NA
10003565,0
10003571,0
10003568,0
10001016,0
10001734,3.2828557272443453
10003590,NA
10003566,21.290706864621534
10001731,4.2603693870961505
10001730,NA
10003576,134.66628312097708
10003574,NA
10003569,109.15437162301777
10001017,0
10001735,0
10006633,NA
10006636,NA
10006638,487.3020990926734
10003593,0
10003583,0
10001298,19.56872802703998
10002958,17.38619034202685
10001294,NA
10001305,53.84981154946669
10001302,98.80379893543154
10001312,0
10002971,147.82881573339054
10002968,966.5338347475293
10001306,97.52253115623884
10002986,81.31992224373256
10001310,0
10001295,0
10002956,0
10002955,0
10005750,0
10001297,0
10005749,0
10000709,0
10006363,27.43794102782869
10003117,7132.610976563119
10003048,0
10000733,105.38741763198495
10003109,0
10000718,0
10003064,0
10000721,0
10003052,0
10000728,1357.8482450037618
10003074,384.2956038786899
10003056,0
10003107,1150.969826865611
10003054,7.849575145143389
10000719,25.003665777833408
10003062,46.0108079882242
10001492,0
10005227,0
10000724,0
10003106,0
10006641,0
10006644,0
10001721,NA
10003561,NA
10003556,NA
10003554,NA
10003557,118.24906054285985
10003558,67.62795492294376
10003559,82.6445626189689
10003553,NA
10000098,0
10001142,0
10001141,0
10001928,0
10001132,0
10001137,0
10002687,30.096260548393545
10001138,0
10002685,0
10001147,0
10001129,0
10002691,0
10002668,0
10001921,0
10001123,6597.5460692046045
10001128,0
10001118,136.72107765836452
10001121,226.40519788722938
10001120,0
10003758,0
10001239,0
10001242,0
