FACILITYID,trafficProx
10000478,144.45765856597583
10004628,49.92321567893018
10000448,NA
10000472,0
10004600,0
10004615,0
10000353,0
10004591,0
10004655,0
10000449,NA
10006337,0
10000350,0
10004616,0
10004564,0
10006564,110.1388472255109
10005901,139.33016130580535
10005861,0
10005849,0
10005871,805.5552367865082
10004043,29.80839091298251
10001632,0
10001609,97.88624827207587
10002405,0
10004068,0
10001624,72.82553424248408
10001616,8772.342003325713
10001622,0
10001618,292.2447604030299
10001608,29.689202306528255
10004065,0
10001631,442.6135162493869
10001617,8.017009176992634
10001626,0
10001606,158.7395543079934
10000942,0
10001612,564.005828571122
10001615,23.979954394934996
10006550,59.06836172484138
10006551,499.6926322741628
10006552,31.78713821715894
10006554,0
10006553,91.58626914537285
10006555,8.435192222709277
10004060,21677.53714315551
10006556,0
10005902,0
10004053,9.07124575902381
10006557,8.773863988790275
10004062,0
10005867,35.920901832052095
10006558,38.41962171152508
10006559,305.3531980893157
10005866,0
10005862,0
10005854,0
10006560,5089.035043451038
10006561,80.37155415993759
10004044,0
10006562,0
10001621,26.678225492951817
10005848,530.3823155508302
10004070,51.18720402907781
10006563,153.58807006027146
10005864,0
10005865,0
10004050,8.063240463607723
10005887,72.83352646751213
10001811,0
10001820,NA
10001815,NA
10004250,NA
10004259,0
10004236,26.2378467065694
10004238,0
10004264,NA
10001812,0
10004255,0
10001804,0
10006212,NA
10000109,0
10006637,NA
10001170,0
10001940,NA
10001941,119.99719282021083
10003652,0
10003662,0
10004330,0
10004331,0
10003650,NA
10000110,0
10000117,0
10000121,0
10000106,0
10000107,0
10000102,0
10005047,NA
10004327,0
10005054,NA
10004312,NA
10003639,NA
10003645,43.98939886382597
10003638,NA
10003651,0
10003680,0
